Katalogid,DersAdi,Fakulte,alan_grubu,AKTSKredi,model_tahmin_akts,kural_akts,adaptif_akts_50_50,adaptif_akts_60_40,adaptif_akts_70_30,adaptif_akts_80_20,adaptif_akts,sapma,sapma_yuzde,karar,gerekce,K_bilissel,K_profil,K_etkinlik
711142,Çağdaş Seramik 2,Güzel Sanatlar,Sanat,2,2.4341,2.0374,2.2358,2.2754,2.3151,2.3548,2.3151,0.3151,15.76,Kabul edilebilir,"AKTS_mevcut=2.0 | model_tahmin=2.43 | kural_akts=2.04 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=1.02) | adaptif=2.32 | sapma=+15.8%",1.0,1.0,1.0187
711141,Seramik Tarihi 2,Güzel Sanatlar,Sanat,2,2.1484,2.0374,2.0929,2.104,2.1151,2.1262,2.1151,0.1151,5.76,Güçlü uyum,"AKTS_mevcut=2.0 | model_tahmin=2.15 | kural_akts=2.04 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=1.02) | adaptif=2.12 | sapma=+5.8%",1.0,1.0,1.0187
711140,Mekanik Baskı Yöntemleri 1,Güzel Sanatlar,Sanat,4,4.5644,4.4497,4.507,4.5185,4.53,4.5415,4.53,0.53,13.25,Kabul edilebilir,"AKTS_mevcut=4.0 | model_tahmin=4.56 | kural_akts=4.45 (K_bilissel=1.04, K_profil=1.05, K_etkinlik=1.02) | adaptif=4.53 | sapma=+13.2%",1.04,1.05,1.0187
711139,Bir Kültür Bir Teknik 1,Güzel Sanatlar,Sanat,4,4.4017,4.5994,4.5006,4.4808,4.461,4.4412,4.461,0.461,11.52,Kabul edilebilir,"AKTS_mevcut=4.0 | model_tahmin=4.40 | kural_akts=4.60 (K_bilissel=1.07, K_profil=1.05, K_etkinlik=1.02) | adaptif=4.46 | sapma=+11.5%",1.075,1.05,1.0187
711110,Sanatsal Proje Uygulama Atölyesi I (SB),Güzel Sanatlar,Sanat,8,5.8836,11.5145,8.699,8.136,7.5729,7.0098,7.5729,-0.4271,-5.34,Güçlü uyum,"AKTS_mevcut=8.0 | model_tahmin=5.88 | kural_akts=11.51 (K_bilissel=1.23, K_profil=1.15, K_etkinlik=1.02) | adaptif=7.57 | sapma=-5.3%",1.2286,1.15,1.0187
711138,Tasarım Tarihi 2,Güzel Sanatlar,Sanat,2,2.664,1.9774,2.3207,2.3894,2.458,2.5267,2.458,0.458,22.9,Kabul edilebilir,"AKTS_mevcut=2.0 | model_tahmin=2.66 | kural_akts=1.98 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=2.46 | sapma=+22.9%",1.0,1.0,0.9887
711136,Yüzeysel Tasarım ve Koleksiyon Oluşturma 2,Güzel Sanatlar,Sanat,4,4.6779,4.9203,4.7991,4.7749,4.7506,4.7264,4.7506,0.7506,18.76,Kabul edilebilir,"AKTS_mevcut=4.0 | model_tahmin=4.68 | kural_akts=4.92 (K_bilissel=1.15, K_profil=1.05, K_etkinlik=1.02) | adaptif=4.75 | sapma=+18.8%",1.15,1.05,1.0187
711134,Seramik Ürün Tasarımı ve Koleksiyon Oluşturma 2,Güzel Sanatlar,Sanat,4,4.3198,4.7754,4.5476,4.502,4.4565,4.4109,4.4565,0.4565,11.41,Kabul edilebilir,"AKTS_mevcut=4.0 | model_tahmin=4.32 | kural_akts=4.78 (K_bilissel=1.15, K_profil=1.05, K_etkinlik=0.99) | adaptif=4.46 | sapma=+11.4%",1.15,1.05,0.9887
711133,Sunum ve Portföy Hazırlama 1,Güzel Sanatlar,Sanat,4,4.2705,3.8803,4.0754,4.1144,4.1534,4.1925,4.1534,0.1534,3.84,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=4.27 | kural_akts=3.88 (K_bilissel=1.12, K_profil=1.00, K_etkinlik=0.87) | adaptif=4.15 | sapma=+3.8%",1.1167,1.0,0.8687
711132,Yüzeysel Tasarım ve Koleksiyon Oluşturma 1,Güzel Sanatlar,Sanat,4,4.6528,4.9203,4.7866,4.7598,4.733,4.7063,4.733,0.733,18.32,Kabul edilebilir,"AKTS_mevcut=4.0 | model_tahmin=4.65 | kural_akts=4.92 (K_bilissel=1.15, K_profil=1.05, K_etkinlik=1.02) | adaptif=4.73 | sapma=+18.3%",1.15,1.05,1.0187
711131,Seramik Ürün Tasarımı ve Koleksiyon oluşturma 1,Güzel Sanatlar,Sanat,4,4.4443,4.9203,4.6823,4.6347,4.5871,4.5395,4.5871,0.5871,14.68,Kabul edilebilir,"AKTS_mevcut=4.0 | model_tahmin=4.44 | kural_akts=4.92 (K_bilissel=1.15, K_profil=1.05, K_etkinlik=1.02) | adaptif=4.59 | sapma=+14.7%",1.15,1.05,1.0187
711121,Cam Atölyesi IV,Güzel Sanatlar,Sanat,4,4.5692,4.2785,4.4238,4.4529,4.482,4.5111,4.482,0.482,12.05,Kabul edilebilir,"AKTS_mevcut=4.0 | model_tahmin=4.57 | kural_akts=4.28 (K_bilissel=1.05, K_profil=1.00, K_etkinlik=1.02) | adaptif=4.48 | sapma=+12.1%",1.05,1.0,1.0187
711120,Cam Atölyesi III,Güzel Sanatlar,Sanat,4,4.7196,4.4823,4.601,4.6247,4.6484,4.6721,4.6484,0.6484,16.21,Kabul edilebilir,"AKTS_mevcut=4.0 | model_tahmin=4.72 | kural_akts=4.48 (K_bilissel=1.10, K_profil=1.00, K_etkinlik=1.02) | adaptif=4.65 | sapma=+16.2%",1.1,1.0,1.0187
711137,Sunum ve Portföy Hazırlama 2,Güzel Sanatlar,Sanat,4,4.2705,3.8803,4.0754,4.1144,4.1534,4.1925,4.1534,0.1534,3.84,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=4.27 | kural_akts=3.88 (K_bilissel=1.12, K_profil=1.00, K_etkinlik=0.87) | adaptif=4.15 | sapma=+3.8%",1.1167,1.0,0.8687
709240,Film Atölyesi IV,Güzel Sanatlar,Sanat,4,4.1696,4.8249,4.4972,4.4317,4.3662,4.3007,4.3662,0.3662,9.16,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=4.17 | kural_akts=4.82 (K_bilissel=1.22, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.37 | sapma=+9.2%",1.22,1.0,0.9887
101176,Kuantum Fiziği I,Fen-Edebiyat,Fen-Sosyal,8,4.5088,7.9096,6.2092,5.8691,5.529,5.189,5.529,-2.471,-30.89,İncelenmeli,"AKTS_mevcut=8.0 | model_tahmin=4.51 | kural_akts=7.91 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.53 | sapma=-30.9%",1.0,1.0,0.9887
101178,Temel Elektronik,Fen-Edebiyat,Fen-Sosyal,4,4.3934,4.0748,4.2341,4.266,4.2978,4.3297,4.2978,0.2978,7.44,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=4.39 | kural_akts=4.07 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=1.02) | adaptif=4.30 | sapma=+7.4%",1.0,1.0,1.0187
101179,Titreşim ve Dalgalar II,Fen-Edebiyat,Fen-Sosyal,4,4.4408,4.0748,4.2578,4.2944,4.331,4.3676,4.331,0.331,8.28,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=4.44 | kural_akts=4.07 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=1.02) | adaptif=4.33 | sapma=+8.3%",1.0,1.0,1.0187
101180,Reel Gazlar ve Sıvı Termodinamiği ,Fen-Edebiyat,Fen-Sosyal,4,4.5312,3.9548,4.243,4.3006,4.3583,4.4159,4.3583,0.3583,8.96,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=4.53 | kural_akts=3.95 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.36 | sapma=+9.0%",1.0,1.0,0.9887
101181,Biyofiziğe Giriş,Fen-Edebiyat,Fen-Sosyal,4,4.7623,4.5845,4.6734,4.6912,4.709,4.7267,4.709,0.709,17.72,Kabul edilebilir,"AKTS_mevcut=4.0 | model_tahmin=4.76 | kural_akts=4.58 (K_bilissel=1.09, K_profil=1.00, K_etkinlik=1.05) | adaptif=4.71 | sapma=+17.7%",1.0929,1.0,1.0487
101171,Titreşim ve Dalgalar Laboratuvarı,Fen-Edebiyat,Fen-Sosyal,4,4.0291,4.1921,4.1106,4.0943,4.078,4.0617,4.078,0.078,1.95,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=4.03 | kural_akts=4.19 (K_bilissel=1.06, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.08 | sapma=+1.9%",1.06,1.0,0.9887
101172,Fizikte Matematiksel Yöntemler II,Fen-Edebiyat,Fen-Sosyal,6,4.4104,5.9322,5.1713,5.0191,4.8669,4.7148,4.8669,-1.1331,-18.88,Kabul edilebilir,"AKTS_mevcut=6.0 | model_tahmin=4.41 | kural_akts=5.93 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.87 | sapma=-18.9%",1.0,1.0,0.9887
101173,Modern Fizik,Fen-Edebiyat,Fen-Sosyal,6,4.7216,6.7415,5.7316,5.5296,5.3276,5.1256,5.3276,-0.6724,-11.21,Kabul edilebilir,"AKTS_mevcut=6.0 | model_tahmin=4.72 | kural_akts=6.74 (K_bilissel=1.07, K_profil=1.00, K_etkinlik=1.05) | adaptif=5.33 | sapma=-11.2%",1.0714,1.0,1.0487
101174,Mesleki İngilizce II,Fen-Edebiyat,Fen-Sosyal,4,4.4925,3.9548,4.2236,4.2774,4.3312,4.385,4.3312,0.3312,8.28,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=4.49 | kural_akts=3.95 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.33 | sapma=+8.3%",1.0,1.0,0.9887
101175,Klasik Mekanik I,Fen-Edebiyat,Fen-Sosyal,8,4.4758,7.9096,6.1927,5.8493,5.5059,5.1626,5.5059,-2.4941,-31.18,İncelenmeli,"AKTS_mevcut=8.0 | model_tahmin=4.48 | kural_akts=7.91 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.51 | sapma=-31.2%",1.0,1.0,0.9887
101197,Modern Fizik Laboratuvarı,Fen-Edebiyat,Fen-Sosyal,4,3.2697,4.6504,3.96,3.822,3.6839,3.5458,3.6839,-0.3161,-7.9,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=3.27 | kural_akts=4.65 (K_bilissel=1.04, K_profil=1.10, K_etkinlik=1.02) | adaptif=3.68 | sapma=-7.9%",1.0375,1.1,1.0187
101198,Akışkanlar Mekaniği,Fen-Edebiyat,Fen-Sosyal,4,4.548,4.3503,4.4491,4.4689,4.4887,4.5085,4.4887,0.4887,12.22,Kabul edilebilir,"AKTS_mevcut=4.0 | model_tahmin=4.55 | kural_akts=4.35 (K_bilissel=1.10, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.49 | sapma=+12.2%",1.1,1.0,0.9887
101195,İstatistik Fizik,Fen-Edebiyat,Fen-Sosyal,6,4.4925,5.9322,5.2124,5.0684,4.9244,4.7804,4.9244,-1.0756,-17.93,Kabul edilebilir,"AKTS_mevcut=6.0 | model_tahmin=4.49 | kural_akts=5.93 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.92 | sapma=-17.9%",1.0,1.0,0.9887
101186,Temel Elektronik Laboratuvarı,Fen-Edebiyat,Fen-Sosyal,4,4.2903,4.4823,4.3863,4.3671,4.3479,4.3287,4.3479,0.3479,8.7,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=4.29 | kural_akts=4.48 (K_bilissel=1.00, K_profil=1.10, K_etkinlik=1.02) | adaptif=4.35 | sapma=+8.7%",1.0,1.1,1.0187
101193,Elektromanyetik Teori,Fen-Edebiyat,Fen-Sosyal,6,4.173,6.0313,5.1022,4.9163,4.7305,4.5447,4.7305,-1.2695,-21.16,Kabul edilebilir,"AKTS_mevcut=6.0 | model_tahmin=4.17 | kural_akts=6.03 (K_bilissel=1.02, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.73 | sapma=-21.2%",1.0167,1.0,0.9887
101194,Atom ve Molekül Fiziği,Fen-Edebiyat,Fen-Sosyal,6,4.3518,6.4714,5.4116,5.1996,4.9877,4.7757,4.9877,-1.0123,-16.87,Kabul edilebilir,"AKTS_mevcut=6.0 | model_tahmin=4.35 | kural_akts=6.47 (K_bilissel=1.09, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.99 | sapma=-16.9%",1.0909,1.0,0.9887
9903314,İngilizce IV,Mühendislik,STEM,4,4.1442,5.5057,4.8249,4.6888,4.5526,4.4165,4.5526,0.5526,13.82,Kabul edilebilir,"AKTS_mevcut=4.0 | model_tahmin=4.14 | kural_akts=5.51 (K_bilissel=1.31, K_profil=1.00, K_etkinlik=1.05) | adaptif=4.55 | sapma=+13.8%",1.3125,1.0,1.0487
9903313,İngilizce III,Mühendislik,STEM,4,4.5284,5.1386,4.8335,4.7725,4.7115,4.6504,4.7115,0.7115,17.79,Kabul edilebilir,"AKTS_mevcut=4.0 | model_tahmin=4.53 | kural_akts=5.14 (K_bilissel=1.23, K_profil=1.00, K_etkinlik=1.05) | adaptif=4.71 | sapma=+17.8%",1.225,1.0,1.0487
101170,Titreşim ve Dalgalar I,Fen-Edebiyat,Fen-Sosyal,6,4.9626,7.0902,6.0264,5.8136,5.6009,5.3881,5.6009,-0.3991,-6.65,Güçlü uyum,"AKTS_mevcut=6.0 | model_tahmin=4.96 | kural_akts=7.09 (K_bilissel=1.16, K_profil=1.00, K_etkinlik=1.02) | adaptif=5.60 | sapma=-6.7%",1.16,1.0,1.0187
709225,Yaratıcı Drama II,Güzel Sanatlar,Sanat,4,4.0134,3.9548,3.9841,3.99,3.9958,4.0017,3.9958,-0.0042,-0.1,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=4.01 | kural_akts=3.95 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.00 | sapma=-0.1%",1.0,1.0,0.9887
709224,Yaratıcı Drama I,Güzel Sanatlar,Sanat,4,4.4305,3.9548,4.1927,4.2402,4.2878,4.3354,4.2878,0.2878,7.2,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=4.43 | kural_akts=3.95 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.29 | sapma=+7.2%",1.0,1.0,0.9887
709223,Çocuk Tiyatrosu II,Güzel Sanatlar,Sanat,4,3.8005,4.1698,3.9852,3.9482,3.9113,3.8744,3.9113,-0.0887,-2.22,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=3.80 | kural_akts=4.17 (K_bilissel=1.20, K_profil=1.00, K_etkinlik=0.87) | adaptif=3.91 | sapma=-2.2%",1.2,1.0,0.8687
709222,Çocuk Tiyatrosu I,Güzel Sanatlar,Sanat,4,3.7075,3.9548,3.8312,3.8064,3.7817,3.757,3.7817,-0.2183,-5.46,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=3.71 | kural_akts=3.95 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=3.78 | sapma=-5.5%",1.0,1.0,0.9887
101163,Fizikte Matematiksel Yöntemler I,Fen-Edebiyat,Fen-Sosyal,5,4.4104,4.9435,4.677,4.6236,4.5703,4.517,4.5703,-0.4297,-8.59,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.41 | kural_akts=4.94 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.57 | sapma=-8.6%",1.0,1.0,0.9887
709221,Geleneksel Türk Tiyatrosu II,Güzel Sanatlar,Sanat,4,4.3878,3.9548,4.1713,4.2146,4.2579,4.3012,4.2579,0.2579,6.45,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=4.39 | kural_akts=3.95 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.26 | sapma=+6.5%",1.0,1.0,0.9887
709220,Geleneksel Türk Tiyatrosu I,Güzel Sanatlar,Sanat,3,4.3032,2.9661,3.6346,3.7684,3.9021,4.0358,3.9021,0.9021,30.07,İncelenmeli,"AKTS_mevcut=3.0 | model_tahmin=4.30 | kural_akts=2.97 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=3.90 | sapma=+30.1%",1.0,1.0,0.9887
709226,Oyun İncelemesi IV,Güzel Sanatlar,Sanat,2,3.0241,1.9774,2.5008,2.6054,2.7101,2.8148,2.7101,0.7101,35.5,İncelenmeli,"AKTS_mevcut=2.0 | model_tahmin=3.02 | kural_akts=1.98 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=2.71 | sapma=+35.5%",1.0,1.0,0.9887
709239,Film Atölyesi III,Güzel Sanatlar,Sanat,4,4.7444,4.904,4.8242,4.8082,4.7923,4.7763,4.7923,0.7923,19.81,Kabul edilebilir,"AKTS_mevcut=4.0 | model_tahmin=4.74 | kural_akts=4.90 (K_bilissel=1.24, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.79 | sapma=+19.8%",1.24,1.0,0.9887
101159,Elektrik ve  Manyetizma,Fen-Edebiyat,Fen-Sosyal,7,4.5733,6.9209,5.7471,5.5123,5.2776,5.0428,5.2776,-1.7224,-24.61,Kabul edilebilir,"AKTS_mevcut=7.0 | model_tahmin=4.57 | kural_akts=6.92 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.28 | sapma=-24.6%",1.0,1.0,0.9887
709238,Film Atölyesi II,Güzel Sanatlar,Sanat,4,6.0511,5.5367,5.7939,5.8453,5.8968,5.9482,5.8968,1.8968,47.42,İncelenmeli,"AKTS_mevcut=4.0 | model_tahmin=6.05 | kural_akts=5.54 (K_bilissel=1.40, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.90 | sapma=+47.4%",1.4,1.0,0.9887
709237,Film Atölyesi I,Güzel Sanatlar,Sanat,4,4.4042,4.7458,4.575,4.5408,4.5067,4.4725,4.5067,0.5067,12.67,Kabul edilebilir,"AKTS_mevcut=4.0 | model_tahmin=4.40 | kural_akts=4.75 (K_bilissel=1.20, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.51 | sapma=+12.7%",1.2,1.0,0.9887
101161,Elektrik ve Manyetizma Laboratuvarı,Fen-Edebiyat,Fen-Sosyal,4,4.8337,5.3526,5.0931,5.0413,4.9894,4.9375,4.9894,0.9894,24.74,Kabul edilebilir,"AKTS_mevcut=4.0 | model_tahmin=4.83 | kural_akts=5.35 (K_bilissel=1.16, K_profil=1.10, K_etkinlik=1.05) | adaptif=4.99 | sapma=+24.7%",1.16,1.1,1.0487
709236,Bitirme Çalışması ,Güzel Sanatlar,Sanat,8,6.8454,11.0734,8.9594,8.5366,8.1138,7.691,8.1138,0.1138,1.42,Güçlü uyum,"AKTS_mevcut=8.0 | model_tahmin=6.85 | kural_akts=11.07 (K_bilissel=1.40, K_profil=1.00, K_etkinlik=0.99) | adaptif=8.11 | sapma=+1.4%",1.4,1.0,0.9887
709219,Sahneleme II,Güzel Sanatlar,Sanat,4,4.1879,3.9548,4.0714,4.0947,4.118,4.1413,4.118,0.118,2.95,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=4.19 | kural_akts=3.95 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.12 | sapma=+3.0%",1.0,1.0,0.9887
101167,Optiğe Giriş,Fen-Edebiyat,Fen-Sosyal,4,4.4925,3.9548,4.2236,4.2774,4.3312,4.385,4.3312,0.3312,8.28,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=4.49 | kural_akts=3.95 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.33 | sapma=+8.3%",1.0,1.0,0.9887
709201,Türk Tiyatrosu I,Güzel Sanatlar,Sanat,2,2.6305,1.9774,2.304,2.3693,2.4346,2.4999,2.4346,0.4346,21.73,Kabul edilebilir,"AKTS_mevcut=2.0 | model_tahmin=2.63 | kural_akts=1.98 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=2.43 | sapma=+21.7%",1.0,1.0,0.9887
709197,Oyun İncelemesi III,Güzel Sanatlar,Sanat,2,2.9161,1.9774,2.4468,2.5406,2.6345,2.7284,2.6345,0.6345,31.72,İncelenmeli,"AKTS_mevcut=2.0 | model_tahmin=2.92 | kural_akts=1.98 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=2.63 | sapma=+31.7%",1.0,1.0,0.9887
101168,Termodinamik Laboratuvarı,Fen-Edebiyat,Fen-Sosyal,4,4.5783,4.7989,4.6886,4.6665,4.6445,4.6224,4.6445,0.6445,16.11,Kabul edilebilir,"AKTS_mevcut=4.0 | model_tahmin=4.58 | kural_akts=4.80 (K_bilissel=1.04, K_profil=1.10, K_etkinlik=1.05) | adaptif=4.64 | sapma=+16.1%",1.04,1.1,1.0487
709194,Oyun İncelemesi II,Güzel Sanatlar,Sanat,2,2.8365,2.0169,2.4267,2.5087,2.5906,2.6726,2.5906,0.5906,29.53,Kabul edilebilir,"AKTS_mevcut=2.0 | model_tahmin=2.84 | kural_akts=2.02 (K_bilissel=1.02, K_profil=1.00, K_etkinlik=0.99) | adaptif=2.59 | sapma=+29.5%",1.02,1.0,0.9887
709193,Oyun İncelemesi I,Güzel Sanatlar,Sanat,2,2.9729,2.0374,2.5052,2.5987,2.6922,2.7858,2.6922,0.6922,34.61,İncelenmeli,"AKTS_mevcut=2.0 | model_tahmin=2.97 | kural_akts=2.04 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=1.02) | adaptif=2.69 | sapma=+34.6%",1.0,1.0,1.0187
101169,Optik Laboratuvarı,Fen-Edebiyat,Fen-Sosyal,4,4.187,4.4823,4.3346,4.3051,4.2756,4.2461,4.2756,0.2756,6.89,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=4.19 | kural_akts=4.48 (K_bilissel=1.00, K_profil=1.10, K_etkinlik=1.02) | adaptif=4.28 | sapma=+6.9%",1.0,1.1,1.0187
9907009,Görsel Programlama,Mühendislik,STEM,3,4.1667,3.6581,3.9124,3.9633,4.0141,4.065,4.0141,1.0141,33.8,İncelenmeli,"AKTS_mevcut=3.0 | model_tahmin=4.17 | kural_akts=3.66 (K_bilissel=1.23, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.01 | sapma=+33.8%",1.2333,1.0,0.9887
9907005,Web Tasarımı,Mühendislik,STEM,3,3.7483,3.3369,3.5426,3.5837,3.6249,3.666,3.6249,0.6249,20.83,Kabul edilebilir,"AKTS_mevcut=3.0 | model_tahmin=3.75 | kural_akts=3.34 (K_bilissel=1.12, K_profil=1.00, K_etkinlik=0.99) | adaptif=3.62 | sapma=+20.8%",1.125,1.0,0.9887
9907004,Temel Bilgisayar Bilimleri,Mühendislik,STEM,4,4.4719,5.9116,5.1918,5.0478,4.9038,4.7598,4.9038,0.9038,22.6,Kabul edilebilir,"AKTS_mevcut=4.0 | model_tahmin=4.47 | kural_akts=5.91 (K_bilissel=1.13, K_profil=1.15, K_etkinlik=1.14) | adaptif=4.90 | sapma=+22.6%",1.1286,1.15,1.1387
709202,Türk Tiyatrosu II,Güzel Sanatlar,Sanat,2,2.9161,1.9774,2.4468,2.5406,2.6345,2.7284,2.6345,0.6345,31.72,İncelenmeli,"AKTS_mevcut=2.0 | model_tahmin=2.92 | kural_akts=1.98 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=2.63 | sapma=+31.7%",1.0,1.0,0.9887
101165,Mesleki İngilizce I,Fen-Edebiyat,Fen-Sosyal,6,4.4014,6.1122,5.2568,5.0857,4.9146,4.7436,4.9146,-1.0854,-18.09,Kabul edilebilir,"AKTS_mevcut=6.0 | model_tahmin=4.40 | kural_akts=6.11 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=1.02) | adaptif=4.91 | sapma=-18.1%",1.0,1.0,1.0187
709218,Sahneleme I,Güzel Sanatlar,Sanat,4,4.0736,3.9548,4.0142,4.0261,4.038,4.0498,4.038,0.038,0.95,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=4.07 | kural_akts=3.95 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.04 | sapma=+0.9%",1.0,1.0,0.9887
709217,Sahnelemeye Giriş II,Güzel Sanatlar,Sanat,4,4.2404,3.9548,4.0976,4.1262,4.1547,4.1833,4.1547,0.1547,3.87,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=4.24 | kural_akts=3.95 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.15 | sapma=+3.9%",1.0,1.0,0.9887
709216,Sahnelemeye Giriş I,Güzel Sanatlar,Sanat,4,3.7395,3.9548,3.8472,3.8256,3.8041,3.7826,3.8041,-0.1959,-4.9,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=3.74 | kural_akts=3.95 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=3.80 | sapma=-4.9%",1.0,1.0,0.9887
709204,Tiyatro Tarihi ve Kuramları II,Güzel Sanatlar,Sanat,2,3.1477,1.8243,2.486,2.6183,2.7507,2.883,2.7507,0.7507,37.54,İncelenmeli,"AKTS_mevcut=2.0 | model_tahmin=3.15 | kural_akts=1.82 (K_bilissel=1.05, K_profil=1.00, K_etkinlik=0.87) | adaptif=2.75 | sapma=+37.5%",1.05,1.0,0.8687
709203,Tiyatro Tarihi ve Kuramları I,Güzel Sanatlar,Sanat,2,2.5999,1.9774,2.2886,2.3509,2.4132,2.4754,2.4132,0.4132,20.66,Kabul edilebilir,"AKTS_mevcut=2.0 | model_tahmin=2.60 | kural_akts=1.98 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=2.41 | sapma=+20.7%",1.0,1.0,0.9887
101166,Termodinamik,Fen-Edebiyat,Fen-Sosyal,4,5.0287,4.7821,4.9054,4.9301,4.9547,4.9794,4.9547,0.9547,23.87,Kabul edilebilir,"AKTS_mevcut=4.0 | model_tahmin=5.03 | kural_akts=4.78 (K_bilissel=1.14, K_profil=1.00, K_etkinlik=1.05) | adaptif=4.95 | sapma=+23.9%",1.14,1.0,1.0487
715092,Heykel Atölyesi-1,Güzel Sanatlar,Sanat,6,4.9856,11.65,8.3178,7.6514,6.9849,6.3185,6.9849,0.9849,16.42,Kabul edilebilir,"AKTS_mevcut=6.0 | model_tahmin=4.99 | kural_akts=11.65 (K_bilissel=1.50, K_profil=1.20, K_etkinlik=1.08) | adaptif=6.98 | sapma=+16.4%",1.5,1.2,1.0787
711154,Bilgisayar Destekli Teknik Resim Ve Modelleme 2 (UE),Güzel Sanatlar,Sanat,4,3.4622,4.6327,4.0474,3.9304,3.8134,3.6963,3.8134,-0.1866,-4.66,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=3.46 | kural_akts=4.63 (K_bilissel=1.17, K_profil=1.00, K_etkinlik=0.99) | adaptif=3.81 | sapma=-4.7%",1.1714,1.0,0.9887
715103,HEYKEL UYGULAMA ATÖLYESİ-2,Güzel Sanatlar,Sanat,4,4.2354,4.5876,4.4115,4.3763,4.3411,4.3058,4.3411,0.3411,8.53,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=4.24 | kural_akts=4.59 (K_bilissel=1.16, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.34 | sapma=+8.5%",1.16,1.0,0.9887
